geohash,lat,lon
dr5qvpv,40.604781904065035,-73.95241324951024
dr5qvpw,40.603399852409254,-73.95111326497681
dr5qvpx,40.60345513047544,-73.94923116263911
dr5qvpy,40.60474588945689,-73.9513666490519
dr5qvpz,40.604801288866305,-73.9494843954439
dr5qvr2,40.60202699213297,-73.9482864110059
dr5qvr3,40.602022574169375,-73.9470324555791
dr5qvr4,40.600635626284486,-73.94578691548324
dr5qvr5,40.60069068996424,-73.9439062205065
dr5qvr6,40.60232364890737,-73.94559494007349
dr5qvrb,40.60475558790749,-73.94853138972093
dr5qvrc,40.60462077240797,-73.94688377963197
dr5qvrd,40.60342751127667,-73.94536909725517
dr5qvre,40.60338201454373,-73.944413588535
dr5qvrg,40.604915955190194,-73.94419266889176
dr5qvrh,40.60064511175042,-73.94295090355
dr5qvrj,40.600483308874196,-73.94138678631404
dr5qvrk,40.601990315478716,-73.94320468559444
dr5qvrm,40.60206169496954,-73.94117982143287
dr5qvrr,40.602070741976576,-73.93834574053798
dr5qvrs,40.60344503544952,-73.94246165565312
dr5qvru,40.6047905320957,-73.9427159808063
dr5qvrv,40.60475269222992,-73.94168907302455
dr5qvrx,40.60341696027922,-73.93859560087253
dr5qvrz,40.60476559141253,-73.93883490344696
dr5qvx0,40.60058404274884,-73.93728565047991
dr5qvx1,40.60064173414185,-73.93612050842714
dr5qvx3,40.60224981940056,-73.93561535266542
dr5qvx4,40.600709374077006,-73.93416416625543
dr5qvx5,40.60041711557068,-73.93356614933158
dr5qvx7,40.60217028400808,-73.9329728432424
dr5qvx8,40.60326403190455,-73.93725489155746
dr5qvxh,40.60086929325641,-73.93203712286827
dr5qvxk,40.60223606675033,-73.93172524777543
dr5qvzz,40.604644778515606,-73.91691604049903
dr5qyp1,40.600662646292136,-73.91398930484628
dr5qyp4,40.60069207013145,-73.91253664604797
dr5qypc,40.60485231121438,-73.91384690472347
dr5r51x,40.614447576864876,-74.03737177763162
dr5r51z,40.615972449658784,-74.03767582122275
dr5r52g,40.610234947290444,-74.03203270175707
dr5r52h,40.60611005823631,-74.03073678180039
dr5r530,40.61166114999334,-74.03616489886089
dr5r531,40.6116002542001,-74.03470717626332
dr5r532,40.61287077163008,-74.03642593809852
dr5r533,40.612757806972986,-74.03503441937163
dr5r534,40.611610323838825,-74.0334654360094
dr5r535,40.61167076824801,-74.03210239476032
dr5r536,40.61304094054109,-74.03347090612246
dr5r537,40.61290140333978,-74.03216391135575
dr5r538,40.6141915637936,-74.03605440969476
dr5r539,40.61441668375422,-74.03486159934342
dr5r53b,40.61571923211524,-74.03614828604096
dr5r53c,40.61567462281301,-74.03507393929713
dr5r53d,40.61439763776631,-74.03343003468959
dr5r53e,40.61448121770243,-74.03223261510723
dr5r53f,40.61553099376035,-74.03363596426821
dr5r53g,40.61564970061147,-74.03216048277584
dr5r53k,40.61302034813283,-74.03068082365081
dr5r53s,40.614398770778116,-74.03069268478967
dr5r53t,40.614551746588596,-74.02962795041924
dr5r53u,40.61591050454035,-74.03096758299426
dr5r53v,40.61588503262677,-74.0292109770453
dr5r53y,40.615652847677545,-74.02770953328213
dr5r54m,40.61846412523469,-74.04066930031772
dr5r54n,40.61719431287649,-74.03877626936202
dr5r54p,40.616860697934214,-74.03738200069239
dr5r54q,40.618692019359244,-74.03903349077858
dr5r54r,40.61844616094733,-74.03750969295439
dr5r54t,40.61986390780126,-74.04038442374905
dr5r54v,40.62126153824216,-74.04029892205281
dr5r54w,40.61959900787724,-74.03875566705582
dr5r54x,40.619856214938245,-74.03763390038299
dr5r54y,40.62150904642343,-74.03882290358759
dr5r54z,40.621211477212526,-74.03757244158993
dr5r55j,40.622629492320385,-74.04031365673126
dr5r55m,40.624092630413735,-74.04026378971794
dr5r55n,40.622614339006844,-74.03883743774227
dr5r55p,40.62269506937019,-74.03752712840141
dr5r55q,40.6237968072683,-74.03901224600428
dr5r55r,40.62417982289356,-74.03748060742318
dr5r55t,40.62562859095741,-74.04019753438402
dr5r55w,40.62533308502342,-74.0389450794326
dr5r55x,40.625036001926425,-74.03769372230195
dr5r560,40.61725656253331,-74.03624823432922
dr5r561,40.61685180487875,-74.03492789634588
dr5r562,40.618481153151905,-74.03603805671021
dr5r563,40.61833406328035,-74.03487895336173
dr5r564,40.61713437254112,-74.03343825023778
dr5r565,40.617254448890215,-74.03196097360897
dr5r566,40.6187161321204,-74.03334934103019
dr5r567,40.61841231422402,-74.03214805076502
dr5r568,40.62010947229815,-74.03608801566615
dr5r569,40.61981419535065,-74.03483549388741
dr5r56b,40.62091440504946,-74.03632224502412
dr5r56c,40.62129756789991,-74.0347906091258
dr5r56d,40.62019973697687,-74.0333043024713
dr5r56e,40.620131211665,-74.03185362602382
dr5r56f,40.62100299117541,-74.03353797994852
dr5r56g,40.621240716770224,-74.03196906795715
dr5r56h,40.61713727423586,-74.03066694797911
dr5r56j,40.61704143796894,-74.02946525631211
dr5r56k,40.61857156560944,-74.03063620267936
dr5r56m,40.61878175919474,-74.02908464342711
dr5r56n,40.61717718343419,-74.02790544475137
dr5r56p,40.61697329974218,-74.02622465497394
dr5r56q,40.61835583257666,-74.02761621302547
dr5r56r,40.618404020177394,-74.02666129881906
dr5r56s,40.61965833095767,-74.03087963382127
dr5r56t,40.61976178335787,-74.0294181241292
dr5r56u,40.62109091893277,-74.03075516567971
dr5r56v,40.621475242127794,-74.02922407660124
dr5r56w,40.61986699741846,-74.02795684317007
dr5r56x,40.619963912712315,-74.0265005053412
dr5r56z,40.621208048542705,-74.02645780756833
dr5r570,40.622399010136796,-74.03627536869323
dr5r571,40.62278302406288,-74.03474431721074
dr5r572,40.62388235228965,-74.0362304492857
dr5r573,40.624320305008254,-74.03467726090433
dr5r574,40.622487257077964,-74.03349266909413
dr5r575,40.62287135200879,-74.03196157956454
dr5r576,40.62402385507692,-74.0334254760308
dr5r577,40.62372674935442,-74.03217405574354
dr5r578,40.625377325599615,-74.036161960122
dr5r57b,40.62708735458603,-74.0360410577572
dr5r57c,40.62679110041843,-74.03479000509101
dr5r57d,40.625335154507724,-74.0332367919105
dr5r57e,40.62539642964713,-74.03205254495198
dr5r57f,40.626495226756546,-74.03353818704588
dr5r57g,40.626880358262646,-74.03200711263426
dr5r57h,40.622575186065454,-74.03071000005065
dr5r57j,40.62227870138441,-74.02945835194994
dr5r57k,40.62404084528284,-74.03082436793359
dr5r57m,40.62400408901776,-74.0293138056135
dr5r57n,40.62258226906893,-74.02799479766026
dr5r57p,40.62266617222383,-74.0265331435305
dr5r57q,40.62398998207319,-74.02786295023306
dr5r57r,40.62376292734143,-74.02682512942671
dr5r57s,40.62509903156032,-74.03080202773594
dr5r57t,40.6254904930537,-74.02928157973535
dr5r57u,40.62658342866476,-74.03075609926726
dr5r57v,40.62675561197796,-74.02931575221868
dr5r57w,40.62519809687804,-74.028012357637
dr5r57x,40.625406321661615,-74.02653927329787
dr5r57y,40.62671877406006,-74.02795341111515
dr5r57z,40.626790954221185,-74.02672117111541
dr5r589,40.60889892861421,-74.02368632112834
dr5r58b,40.609840391001974,-74.0253656976308
dr5r58p,40.60593179484046,-74.01520735922604
dr5r58q,40.6075322096194,-74.0169529605712
dr5r58r,40.60765715081589,-74.01579259766085
dr5r58x,40.60894872412067,-74.0156560517478
dr5r591,40.61168778846539,-74.02398458146457
dr5r592,40.61303253756334,-74.02500193102622
dr5r593,40.61293931046167,-74.02347067022306
dr5r598,40.61449440021675,-74.0254898803203
dr5r599,40.614230314125656,-74.02375273032175
dr5r59b,40.61579891688111,-74.02516586683896
dr5r59c,40.615635130284474,-74.02355089153207
dr5r59d,40.61448714578827,-74.02283491501534
dr5r59f,40.615741977857866,-74.02233275756235
dr5r59y,40.61584365176763,-74.01687307212052
dr5r59z,40.61582148164619,-74.01566887946738
dr5r5b0,40.60616524344826,-74.0141971393579
dr5r5b1,40.6060696127589,-74.01268954802384
dr5r5b2,40.60773875490285,-74.01455003395478
dr5r5b3,40.60734538014968,-74.01252731410294
dr5r5b4,40.60612960142842,-74.01141764930732
dr5r5b5,40.6061422323099,-74.01006406557484
dr5r5b6,40.607422395835464,-74.01128180314701
dr5r5b7,40.60748296644762,-74.01000963199837
dr5r5b8,40.60880471080221,-74.01430735480427
dr5r5b9,40.60908448588603,-74.01313657662628
dr5r5bc,40.61036061752242,-74.01297528236411
dr5r5bd,40.60869848378909,-74.01111963790069
dr5r5be,40.60895399578065,-74.01003201316493
dr5r5bf,40.61043764565729,-74.01172948156443
dr5r5bg,40.6104968380258,-74.01045587862626
dr5r5bh,40.606163039604816,-74.00872522865383
dr5r5bj,40.60617531894159,-74.00737304590206
dr5r5bk,40.607493984036374,-74.00865487251805
dr5r5bm,40.60751634816687,-74.00731887968197
dr5r5bq,40.60752833592676,-74.00596571198486
dr5r5br,40.60758865365322,-74.00469348999262
dr5r5bs,40.60883536065159,-74.00860226413609
dr5r5bu,40.61039216151453,-74.00858298265251
dr5r5bv,40.610188708430876,-74.00719487359756
dr5r5bw,40.60887022305285,-74.00591311120853
dr5r5bx,40.60888010055514,-74.0045563296771
dr5r5c1,40.61165299722575,-74.01283994825057
dr5r5c3,40.61325922040656,-74.01258581194833
dr5r5c4,40.611714342517715,-74.01156858587
dr5r5c5,40.61171261841231,-74.01001488752183
dr5r5c6,40.613005421892204,-74.01143188411096
dr5r5c7,40.61284536978657,-74.01027055861564
dr5r5c8,40.61429527936668,-74.01431043411422
dr5r5c9,40.61439434840606,-74.01283375901347
dr5r5cc,40.61604154382284,-74.01254634689256
dr5r5cd,40.61444337631709,-74.01140847610009
dr5r5ce,40.61435902174411,-74.0100256357274
dr5r5cf,40.615533496650166,-74.01170574363516
dr5r5cg,40.615580000574155,-74.01028282072427
dr5r5ch,40.611732386131905,-74.0088544073634
dr5r5ck,40.612895435452806,-74.008845534368
dr5r5cm,40.61294513223765,-74.00741989895369
dr5r5cn,40.6115416375396,-74.00578815411862
dr5r5cp,40.611396354727894,-74.00485768761301
dr5r5cs,40.61454150678748,-74.00855899544713
dr5r5ct,40.61459234608611,-74.00713282469746
dr5r5cu,40.61571179455035,-74.00861896348677
dr5r5cv,40.61568123642114,-74.00743087041899
dr5r5cw,40.61455701561486,-74.00623613100623
dr5r5cy,40.61573105828436,-74.00600574521532
dr5r5cz,40.61578149582686,-74.00457929148922
dr5r5d0,40.617190206504645,-74.02529364283524
dr5r5d1,40.61703392661061,-74.02391257904684
dr5r5d2,40.618429226550944,-74.02501508296896
dr5r5d3,40.61845726560133,-74.0237027010493
dr5r5d4,40.61707631052834,-74.02231318840091
dr5r5d5,40.61712238196763,-74.02107146972234
dr5r5d6,40.61848736917915,-74.02238972030938
dr5r5d7,40.618542094477,-74.02118906829118
dr5r5d8,40.6197984829506,-74.0250188481906
dr5r5d9,40.61985973316806,-74.02378039740674
dr5r5db,40.62104213638845,-74.02540363689383
dr5r5dc,40.62111686831962,-74.02397123529519
dr5r5dd,40.61994971027585,-74.02258008548793
dr5r5de,40.62012669320552,-74.02081375006748
dr5r5df,40.621249970338134,-74.02242218838605
dr5r5dh,40.61739655476868,-74.01943169629293
dr5r5dj,40.6169778403368,-74.01805118198439
dr5r5dk,40.618529989157345,-74.019683463367
dr5r5dm,40.61858028109498,-74.01825756298062
dr5r5dn,40.61698159256033,-74.01712011554842
dr5r5ds,40.61961936852822,-74.01998062293112
dr5r5dt,40.619995893250575,-74.01850541619378
dr5r5du,40.62126738397594,-74.01969296311745
dr5r5dv,40.62131824952329,-74.01826597279734
dr5r5dw,40.61971810958339,-74.01713143681896
dr5r5dx,40.61976883668994,-74.0157048542695
dr5r5dy,40.62136680574279,-74.01684245821745
dr5r5dz,40.62141716240863,-74.01541747432972
dr5r5e0,40.62271581775623,-74.02510764238454
dr5r5e1,40.62277052706286,-74.02367838360418
dr5r5e2,40.62394080680411,-74.02490375336276
dr5r5e3,40.62385561222302,-74.02397850213111
dr5r5e4,40.622646222489195,-74.02249288056116
dr5r5e5,40.622683639258824,-74.0211570523356
dr5r5e6,40.623906229215265,-74.02255222984361
dr5r5e7,40.62395905528765,-74.02112464455784
dr5r5e8,40.62545217836831,-74.02511833526513
dr5r5e9,40.6255117654675,-74.02368194649422
dr5r5eb,40.626550495654065,-74.02540664213352
dr5r5ec,40.626741207091996,-74.02376074843556
dr5r5ed,40.625551911163626,-74.02226623071068
dr5r5ee,40.62544604726548,-74.02134571493927
dr5r5ef,40.62664766663686,-74.0225582256735
dr5r5eg,40.62669113421317,-74.02113904422401
dr5r5eh,40.6226210156978,-74.01967652217941
dr5r5ej,40.622410572862876,-74.01856228049951
dr5r5ek,40.62401188454842,-74.01970775351846
dr5r5em,40.62405352111126,-74.01827900069772
dr5r5en,40.62245804541318,-74.01713843274848
dr5r5ep,40.622701879563806,-74.0156908860802
dr5r5er,40.62415499689461,-74.0154251148024
dr5r5es,40.62529459458722,-74.01941257904174
dr5r5eu,40.62674305723666,-74.01971117230782
dr5r5ev,40.62675348927419,-74.01831959518378
dr5r5ex,40.62528706212793,-74.01567839303385
dr5r5ez,40.62654498272898,-74.01533465806888
dr5r5f0,40.61717744154789,-74.01426619020589
dr5r5f3,40.618530476461515,-74.01285836591781
dr5r5f4,40.61718174019504,-74.01141770892951
dr5r5f5,40.617229558490116,-74.00999439142586
dr5r5f6,40.61827021985588,-74.01171577522412
dr5r5f7,40.61832003572205,-74.01029033291597
dr5r5f8,40.61981903496659,-74.01427863811509
dr5r5fb,40.621466726832615,-74.01399092624443
dr5r5fc,40.62151680985285,-74.01256558309902
dr5r5fd,40.61988361295045,-74.01145152399712
dr5r5ff,40.62100857008728,-74.0117249575243
dr5r5fg,40.62123639896438,-74.01004397639191
dr5r5fj,40.617065465352454,-74.00721275552907
dr5r5fk,40.61836958660691,-74.0088648989747
dr5r5fn,40.617379409833376,-74.00571621551761
dr5r5fq,40.61846835540414,-74.00601502578863
dr5r5fr,40.61856145900583,-74.00454482041637
dr5r5fs,40.62001675444288,-74.0085779251863
dr5r5ft,40.62010971306734,-74.00710674651512
dr5r5fu,40.62115077983212,-74.00882897304281
dr5r5fv,40.62124289077016,-74.00735924188032
dr5r5fw,40.61960195399033,-74.00626731375534
dr5r5fy,40.621292233696984,-74.0059342638741
dr5r5fz,40.62134287474958,-74.00450790810423
dr5r5g0,40.62255732343558,-74.01428773662181
dr5r5g1,40.622605897193175,-74.01286299996514
dr5r5g2,40.624054746300345,-74.0142832303588
dr5r5g3,40.62373902755833,-74.01311415650429
dr5r5g4,40.622698814050196,-74.01139232199401
dr5r5g5,40.62279186603269,-74.00992270242013
dr5r5g6,40.62383106754309,-74.01164507544772
dr5r5g7,40.62388159338571,-74.01021883304276
dr5r5g9,40.62540792166698,-74.01287688133056
dr5r5gb,40.627027243902404,-74.01392068036257
dr5r5ge,40.62552753629904,-74.0099326736719
dr5r5gf,40.626761097463174,-74.01147029283686
dr5r5gg,40.62661809892053,-74.01022980249577
dr5r5gh,40.62258906005032,-74.00863578429001
dr5r5gj,40.622890268737166,-74.00707137036599
dr5r5gk,40.623932146146004,-74.00879229954074
dr5r5gm,40.6239804283543,-74.0073685325837
dr5r5gn,40.622382953169954,-74.00623074498544
dr5r5gp,40.62278708913926,-74.00484731786044
dr5r5gq,40.62402999011497,-74.00594359703089
dr5r5gr,40.62407956418225,-74.00451819964174
dr5r5gs,40.62557787324448,-74.00850744260991
dr5r5gu,40.62666713806594,-74.0088047031702
dr5r5gv,40.62660330243176,-74.00750257146963
dr5r5gw,40.625294790997216,-74.00582181759471
dr5r5gx,40.6253261,-74.0043837
dr5r5gy,40.62676756378706,-74.00595336627704
dr5r5gz,40.62681773077015,-74.00452705265792
dr5r5hn,40.62779940479518,-74.03905771527818
dr5r5hp,40.62818849461204,-74.03752704819605
dr5r5hr,40.62947285806331,-74.0374309697066
dr5r5hw,40.63102151695486,-74.03914742114414
dr5r5hz,40.63220965187742,-74.03756732889758
dr5r5jp,40.63344227055614,-74.03705205988909
dr5r5jr,40.63507550415853,-74.0373913729899
dr5r5jx,40.63638898488819,-74.03762216785543
dr5r5k0,40.62789223430656,-74.0362750199606
dr5r5k1,40.62817807248733,-74.0350180407948
dr5r5k3,40.629430613910095,-74.03450687017425
dr5r5k5,40.62813645971861,-74.03209419807894
dr5r5k6,40.62961616892816,-74.03338352924247
dr5r5k7,40.629315096522475,-74.0321370553545
dr5r5k8,40.631054646327165,-74.03610425783567
dr5r5k9,40.63075783025508,-74.03485333436959
dr5r5kb,40.63227466235537,-74.0362908128013
dr5r5kc,40.63234455606263,-74.03476619933332
dr5r5kd,40.631192275179956,-74.03330083381675
dr5r5kf,40.632231684194984,-74.03336356440079
dr5r5kg,40.632455118963385,-74.03197327619561
dr5r5kh,40.62816812883711,-74.03066895809602
dr5r5kj,40.62809424852408,-74.02916864930583
dr5r5kk,40.62974672347418,-74.03058373400134
dr5r5km,40.629449657589475,-74.02933372268751
dr5r5kn,40.62830093070354,-74.02786750333796
dr5r5kp,40.628003996820105,-74.02661683514883
dr5r5kq,40.62916559076879,-74.02807993716083
dr5r5kr,40.629584759461494,-74.02653099944519
dr5r5ks,40.6309372811532,-74.03094714291908
dr5r5kt,40.63103610270709,-74.02924551693441
dr5r5ku,40.63215820066827,-74.03072239683067
dr5r5kv,40.63254773672593,-74.02918831711389
dr5r5kw,40.6308939192254,-74.02802116503808
dr5r5kx,40.631155561369106,-74.02645353994633
dr5r5ky,40.63225174965568,-74.027937258488
dr5r5kz,40.632279379611674,-74.02670548835329
dr5r5m0,40.633472341949556,-74.03624340883775
dr5r5m1,40.6338616712609,-74.03470696413869
dr5r5m2,40.635303905791794,-74.03669517214546
dr5r5m3,40.635076276655695,-74.03514509852504
dr5r5m4,40.63356543329335,-74.03345482035219
dr5r5m5,40.63395089816905,-74.03192273906913
dr5r5m6,40.63504943934772,-74.03340937360417
dr5r5m7,40.63503203505469,-74.03221851434336
dr5r5m8,40.63645513020426,-74.03614164930163
dr5r5m9,40.63642350948645,-74.03478134316813
dr5r5mb,40.63775488848009,-74.03604674446515
dr5r5mc,40.63769133558192,-74.03483207182833
dr5r5md,40.63647177576102,-74.0333762335963
dr5r5me,40.63646164240198,-74.03236029358227
dr5r5mf,40.63798750141997,-74.03330026639912
dr5r5mg,40.63773104299052,-74.03202655609161
dr5r5mh,40.63365424359711,-74.03067234287067
dr5r5mj,40.63335719143881,-74.02942091407196
dr5r5mk,40.63513761949623,-74.03062797335824
dr5r5mm,40.63499002564545,-74.02929330554015
dr5r5mn,40.63373903813428,-74.02789063496903
dr5r5mp,40.633442889900884,-74.02663766315624
dr5r5mq,40.635191092807624,-74.0278871746174
dr5r5mr,40.63499127108453,-74.02656643014855
dr5r5ms,40.63636574919072,-74.03067669415955
dr5r5mt,40.63669435702629,-74.02913628768306
dr5r5mu,40.63764773692159,-74.03037837315506
dr5r5mv,40.637781329524024,-74.02929069645181
dr5r5mw,40.63633073936742,-74.02795866007781
dr5r5mx,40.63596800608751,-74.02677867781829
dr5r5my,40.63779024473488,-74.0281485246671
dr5r5mz,40.63762137050986,-74.02664537420792
dr5r5q0,40.63914619012609,-74.03629058521756
dr5r5q1,40.63903509855556,-74.03455173668411
dr5r5q3,40.64056623147624,-74.0349015356227
dr5r5q4,40.639079595527406,-74.03345114354015
dr5r5q5,40.63870927389295,-74.03227725149085
dr5r5qh,40.63908366046068,-74.03055634624143
dr5r5qj,40.639297927961934,-74.0292142537665
dr5r5qm,40.640542872536834,-74.02940534078365
dr5r5qn,40.63893385777036,-74.02803651268339
dr5r5qp,40.63916804192439,-74.02650864326579
dr5r5qr,40.6402779361758,-74.02669246497634
dr5r5s0,40.628198324562824,-74.02511873658895
dr5r5s1,40.62824032183374,-74.02370062208867
dr5r5s2,40.62928312884515,-74.02542165575615
dr5r5s3,40.62933265083931,-74.02399337509569
dr5r5s4,40.628293753204815,-74.02226951667195
dr5r5s5,40.6283815796155,-74.0208071553443
dr5r5s6,40.629420833782675,-74.02252996100852
dr5r5s7,40.62968296979983,-74.02092323317552
dr5r5s8,40.63086601961639,-74.02519567653046
dr5r5s9,40.63099864368652,-74.0237164491723
dr5r5sb,40.63234751901641,-74.02515150389918
dr5r5sc,40.63254224614957,-74.02358296466211
dr5r5sd,40.63109954013694,-74.02226514036964
dr5r5se,40.63063843313691,-74.02125966473521
dr5r5sf,40.63207857113586,-74.02258139898629
dr5r5sg,40.63238927719922,-74.02096015487939
dr5r5sh,40.6278736501047,-74.01996678086596
dr5r5sj,40.62811060732984,-74.01824016492111
dr5r5sk,40.62949958043863,-74.01969156318438
dr5r5sm,40.629617228912956,-74.01820627525731
dr5r5sn,40.62821701745112,-74.01710654432485
dr5r5sp,40.628070698427976,-74.01563912906856
dr5r5sr,40.6295794170454,-74.01570936610993
dr5r5ss,40.63079069294477,-74.01976543469998
dr5r5st,40.63070342665499,-74.01850428761666
dr5r5su,40.63192845786016,-74.01995296296016
dr5r5sv,40.63224341261941,-74.01832934708966
dr5r5sw,40.63085897895227,-74.0168833781077
dr5r5sx,40.63080044596945,-74.01565608429678
dr5r5sy,40.63239114119959,-74.0168393473808
