,dayofweek,minofday,requests,wait_time,reject,idle_trip,resource,dispatch,reward,effective_dist,actual_dist,agent_time,original_requests
0,1.0,963.0,178.0,257.79376600608816,45.0,0.0,7708.0,0.0,1.0039426551600772,1854.9591464122573,1462.2271225514337,0.18039393424987793,73.0
1,1.0,964.0,182.0,200.05737981718465,42.0,0.0,7635.0,0.0,0.26154750064182886,507.32047928445627,366.41927775197337,0.17866969108581543,67.0
2,1.0,965.0,158.0,181.44990191877156,40.0,0.0,7585.0,0.0,0.2267336670567741,411.6294552929053,329.9926465745675,0.17390203475952148,52.0
3,1.0,966.0,160.0,126.89560231320412,50.0,4.0,7540.0,4.0,0.21369323309498656,442.1282339281224,337.9558903103143,0.19937372207641602,44.0
4,1.0,967.0,172.0,162.21791074720656,40.0,7.0,7499.0,4.0,0.2585017059965746,456.2160924034897,388.41890284654255,0.20441365242004395,61.0
5,1.0,968.0,172.0,216.1644286571708,53.0,18.0,7460.0,11.0,0.2269540549149589,450.5940473433684,335.81716445282564,0.20695137977600098,60.0
6,1.0,969.0,164.0,197.91309439220183,46.0,26.0,7420.0,9.0,0.24591840953106958,486.76936932949593,374.7509634699818,0.20715808868408203,61.0
7,1.0,970.0,151.0,176.03690116721586,43.0,32.0,7411.0,6.0,0.23014261346554044,490.6280152325935,413.92474764664894,0.20415377616882324,48.0
8,1.0,971.0,160.0,191.94127101758525,34.0,56.0,7406.0,25.0,0.2486310987983016,592.951919661673,411.99181631503416,0.22969603538513184,49.0
9,1.0,972.0,183.0,165.5985368303697,55.0,77.0,7383.0,25.0,0.2435770788371845,410.018189143133,304.57457834107663,0.2350020408630371,72.0
10,1.0,973.0,162.0,152.2091513988176,46.0,103.0,7355.0,31.0,0.22454661576646595,452.5552033526619,349.6741911548261,0.23423528671264648,67.0
11,1.0,974.0,164.0,172.07237352872997,50.0,113.0,7332.0,23.0,0.20683891572607038,394.9937282638184,316.0825376120465,0.23473620414733887,63.0
12,1.0,975.0,171.0,133.66635990066706,40.0,7203.0,7328.0,7099.0,-0.6452207353981416,554.7119078646683,382.0397294140512,7.332991123199463,55.0
13,1.0,976.0,172.0,250.9988826328566,53.0,7197.0,7291.0,31.0,-0.6596856065430257,422.7228859535344,310.4219403127745,0.2506711483001709,67.0
14,1.0,977.0,164.0,154.52533784640207,49.0,7160.0,7283.0,14.0,-0.6687935672407295,424.1664253238023,313.7126641640589,0.2125864028930664,54.0
15,1.0,978.0,167.0,185.5329190296224,47.0,7150.897068169266,7268.0,25.0,-0.6427192542195524,443.43675161780993,395.92552531120964,0.23209214210510254,57.0
16,1.0,979.0,185.0,243.80088313000127,41.0,7137.177619591752,7235.0,24.0,-0.6103538154066146,446.9968639422914,360.3514906950568,0.225693941116333,74.0
17,1.0,980.0,186.0,218.10316675285452,61.0,7076.30782589119,7216.0,16.0,-0.639822608967359,375.904967771723,355.42810429067504,0.22336125373840332,69.0
18,1.0,981.0,175.0,225.87314402845507,37.0,5888.897081866284,7204.0,33.0,-0.4736702053135398,561.3102277066118,406.81825033643145,0.24970483779907227,59.0
19,1.0,982.0,187.0,221.78910937268088,25.0,4578.498517467139,7176.0,30.0,-0.2627300773682575,658.0460384081453,486.3579200108343,0.2347729206085205,67.0
20,1.0,983.0,174.0,181.95170991551868,27.0,3776.4363488588015,7167.0,33.0,-0.1949856556742935,570.7264331660645,376.46331986086807,0.24529480934143066,67.0
21,1.0,984.0,168.0,159.46196532291106,49.0,3250.441048621162,7163.0,40.0,-0.1743526182375179,450.2722100532228,342.5591160744352,0.24797439575195312,58.0
22,1.0,985.0,187.0,210.41608309447216,32.0,2888.859620074103,7149.0,41.0,-0.05155955285139413,589.4304475913086,507.7112776296981,0.248701810836792,69.0
23,1.0,986.0,176.0,148.69330501870675,28.0,2791.0719344337167,7130.0,37.0,-0.05981885038814294,550.0600567273341,375.63535083933857,0.24762272834777832,69.0
24,1.0,987.0,179.0,167.3501906041725,25.0,2696.3896165899423,7118.0,35.0,-0.03704567433281625,576.9469411343307,443.84292432093935,0.24971747398376465,75.0
25,1.0,988.0,154.0,163.6948928966624,18.0,2371.8176563591255,7102.0,51.0,-0.027281013580421565,507.723286367147,361.4742435843473,0.25962066650390625,69.0
26,1.0,989.0,167.0,173.436473139635,25.0,2307.927071158191,7097.0,33.0,0.01454238584977885,632.1162417169562,517.1723498418942,0.2367255687713623,60.0
27,1.0,990.0,162.0,118.45928948700987,31.0,6949.3456022538985,7113.0,6625.0,-0.6181206681509877,515.549281166228,371.4293810627878,6.871389627456665,52.0
28,1.0,991.0,149.0,182.03314361277884,20.0,6963.960312668078,7109.0,54.0,-0.611887150306806,472.2313549690425,409.9016925689066,0.27544307708740234,61.0
29,1.0,992.0,151.0,176.33792874189697,21.0,6956.9333394109235,7110.0,43.0,-0.6097635390241742,503.1543060386375,370.72310025193474,0.25096750259399414,61.0
30,1.0,993.0,154.0,147.75592241624386,22.0,6953.511542707885,7108.0,51.0,-0.6153159009833264,428.7588825653129,317.42192659969623,0.25590085983276367,74.0
31,1.0,994.0,179.0,205.62391377968655,22.0,6949.8202475200505,7088.0,54.0,-0.5718052435216054,633.5459480709178,410.3573832960974,0.27217721939086914,80.0
32,1.0,995.0,167.0,156.48797072872833,26.0,6897.474363254425,7071.0,34.0,-0.5742863184425477,625.6261621428639,500.8695951748268,0.23631525039672852,59.0
33,1.0,996.0,164.0,169.25756042248187,24.0,5740.971929930773,7074.0,38.0,-0.44328487974166464,544.0383581923088,373.4044562576619,0.2462167739868164,70.0
34,1.0,997.0,176.0,132.02695653643013,9.0,4505.840766935291,7064.0,60.0,-0.2290842750287787,789.7844552234528,519.3797563184762,0.2673771381378174,72.0
35,1.0,998.0,144.0,101.9871698523507,14.0,3786.586676275634,7091.0,43.0,-0.2178156630520931,601.4422079494507,395.4819962343481,0.2497265338897705,56.0
36,1.0,999.0,160.0,125.89820333589162,13.0,2939.503384894686,7093.0,70.0,-0.08230441141113687,655.7331617689779,416.791594669623,0.2943453788757324,75.0
37,1.0,1000.0,166.0,157.52774768354746,14.0,2232.2395196157477,7082.0,71.0,0.016686306511028093,699.8661186813151,447.4358639145794,0.2856431007385254,72.0
38,1.0,1001.0,183.0,188.22798927171007,20.0,1931.000075675228,7064.0,60.0,0.06952408523021969,642.0419725906249,439.27719905444246,0.2792928218841553,72.0
39,1.0,1002.0,155.0,151.065498664047,4.0,1819.799544407269,7070.0,49.0,0.05246703536208397,624.5127880594482,414.41883721656995,0.2530214786529541,74.0
40,1.0,1003.0,174.0,159.58736457406349,5.0,1766.8276128765594,7066.0,71.0,0.13188961912149288,827.0428521648319,590.4195441822558,0.27280664443969727,79.0
41,1.0,1004.0,161.0,147.84248685959375,4.0,1774.8999878388229,7073.0,67.0,0.08428420636441736,713.0004996618227,471.69366403224194,0.2729513645172119,74.0
42,1.0,1005.0,153.0,136.02957904131588,6.0,6902.050103308722,7059.0,6336.0,-0.5828869286588798,670.8291386642959,390.85923433280186,6.530951261520386,70.0
43,1.0,1006.0,169.0,186.91510256129254,6.0,6892.475704582455,7038.0,66.0,-0.5572733527856251,563.52993653882,401.00880936674366,0.28530406951904297,86.0
44,1.0,1007.0,164.0,178.94692008217535,8.0,6871.724435400052,7023.0,58.0,-0.5552453393131787,550.0757563176958,433.3843838790817,0.28160786628723145,87.0
45,1.0,1008.0,158.0,219.0022388921005,7.0,6843.953917475379,6996.0,59.0,-0.5477031662974019,604.045440244241,433.9777928452568,0.2765188217163086,78.0
46,1.0,1009.0,147.0,128.50485425720922,5.0,6810.865579412634,7005.0,61.0,-0.5822806295519971,636.5476048157907,374.59105129219824,0.2669179439544678,63.0
47,1.0,1010.0,173.0,147.40658321271627,4.0,6782.815756813669,6999.0,66.0,-0.5301853332186841,657.8445452084961,443.00634264081236,0.2776312828063965,85.0
48,1.0,1011.0,193.0,196.93570789376108,11.0,5653.325241440358,6976.0,67.0,-0.35507684746986357,619.3888441289819,491.27489690815855,0.2765219211578369,98.0
49,1.0,1012.0,183.0,185.36398804349977,9.0,4483.893222245793,6958.0,85.0,-0.2314579734138782,631.9126449686373,471.1919332559555,0.3002626895904541,96.0
50,1.0,1013.0,181.0,141.8650203495515,9.0,3841.811374904896,6946.0,66.0,-0.13077998664946833,786.7204184632137,585.3338654001964,0.27237725257873535,81.0
51,1.0,1014.0,170.0,209.49304630400545,6.0,2994.7566096073174,6926.0,76.0,-0.053415980339584834,714.8741033766237,464.23624955900596,0.28155517578125,86.0
52,1.0,1015.0,201.0,196.83599965682603,20.0,2302.300697770518,6913.0,75.0,0.07697851302774161,775.8923820394557,548.4505940211748,0.28810882568359375,89.0
53,1.0,1016.0,214.0,223.04763797477727,3.0,2003.4125967965,6885.0,78.0,0.149579592128255,914.3157147568672,521.5769556009,0.2827596664428711,111.0
54,1.0,1017.0,204.0,223.33035609918866,11.0,1895.8139086655985,6864.0,64.0,0.13791877617947534,759.6132432135055,539.2163058904516,0.28348517417907715,93.0
55,1.0,1018.0,201.0,195.73677911210603,9.0,1837.0305708390633,6859.0,100.0,0.13553993597325054,775.6500069703907,509.872813366077,0.3090388774871826,101.0
56,1.0,1019.0,200.0,209.22184120192472,20.0,1824.6772280553903,6850.0,87.0,0.12087223759334975,725.9018631507861,478.89754325194735,0.29587888717651367,79.0
57,1.0,1020.0,185.0,178.0750140767893,3.0,6633.8840981650155,6854.0,5882.0,-0.47360952144074986,886.1553987078441,592.1209259218849,6.13231348991394,84.0
58,1.0,1021.0,182.0,167.18844016576622,8.0,6650.992067213594,6866.0,90.0,-0.5143631912765994,693.7145123398805,399.26982301823955,0.3214836120605469,80.0
59,1.0,1022.0,196.0,180.16496770262896,4.0,6668.6311626713605,6851.0,79.0,-0.4695493412262728,748.5368071413977,522.9976241286022,0.2937791347503662,105.0
60,1.0,1023.0,214.0,208.00483133437055,9.0,6679.609871305342,6846.0,86.0,-0.42750231734403243,919.5490652669178,621.6358105512518,0.29842543601989746,96.0
61,1.0,1024.0,212.0,172.83370865942945,2.0,6654.452241549324,6820.0,101.0,-0.440237343547933,855.477060881647,554.0243380301545,0.3134334087371826,106.0
62,1.0,1025.0,233.0,197.10412047492082,11.0,5874.49809243544,6808.0,70.0,-0.321178527436512,890.666777780898,593.1908390030003,0.2812764644622803,110.0
