,dayofweek,minofday,requests,wait_time,reject,idle_trip,resource,dispatch,reward,effective_dist,actual_dist,agent_time,original_requests
0,2.0,323.0,76.0,105.96576302277995,9.0,0.0,7822.0,0.0,0.560828260038442,1139.012473814819,946.1330864710013,0.18036627769470215,37.0
1,2.0,324.0,79.0,165.0930720247047,7.0,0.0,7778.0,0.0,0.14622085053475253,339.01406613090035,227.866333057288,0.17891621589660645,37.0
2,2.0,325.0,77.0,196.06487516717067,9.0,0.0,7733.0,0.0,0.17563446223455403,287.35083686254643,247.19629579255798,0.18080592155456543,41.0
3,2.0,326.0,84.0,138.41582054179722,11.0,3.0,7685.0,3.0,0.14877539071138546,321.39698158178794,221.57175570126378,0.2036299705505371,42.0
4,2.0,327.0,93.0,149.91948843202252,15.0,5.0,7650.0,3.0,0.17968116152507774,390.0738480099444,349.9325616127328,0.20349884033203125,37.0
5,2.0,328.0,88.0,181.1941486629512,14.0,10.0,7616.0,6.0,0.175624481955992,346.0718839239926,274.2672655629967,0.21134448051452637,32.0
6,2.0,329.0,74.0,99.58543565923006,7.0,12.0,7588.0,4.0,0.14266928037315352,294.427491032724,219.82025659615283,0.2007453441619873,34.0
7,2.0,330.0,81.0,149.92485031605287,10.0,16.0,7561.0,4.0,0.14797620327780847,317.41126161812736,241.0321982433029,0.21076369285583496,39.0
8,2.0,331.0,95.0,89.0440048377788,9.0,23.0,7550.0,8.0,0.17790297680230527,434.579558335653,314.1407585916031,0.2199716567993164,38.0
9,2.0,332.0,85.0,115.02134309852329,15.0,36.0,7528.0,15.0,0.1614358407128016,308.0697501564882,293.5530010569255,0.22828173637390137,42.0
10,2.0,333.0,83.0,102.64226074449276,8.0,36.0,7520.0,8.0,0.17032485884559057,420.5841857933847,306.2773281740001,0.20534944534301758,32.0
11,2.0,334.0,85.0,134.78876239800866,16.0,44.0,7506.0,10.0,0.15389629052304166,315.64434730967696,259.8676373570779,0.2148423194885254,34.0
12,2.0,335.0,98.0,164.5738729021906,17.0,7364.0,7496.0,7327.0,-0.7346653944946149,353.6590711154986,304.1747815052631,7.501248359680176,31.0
13,2.0,336.0,72.0,103.05997919841334,15.0,7354.860082880972,7502.0,15.0,-0.7995553014925035,253.4929730811691,205.98567626793738,0.23190784454345703,24.0
14,2.0,337.0,79.0,122.00297509064876,15.0,7361.0,7501.0,19.0,-0.7763640071201022,311.3866118959577,234.74313517733026,0.22489356994628906,29.0
15,2.0,338.0,69.0,119.58914062063042,9.0,7358.318002704934,7486.0,19.0,-0.7769164516693777,258.65983265007253,224.6178148526642,0.21684002876281738,32.0
16,2.0,339.0,80.0,116.7759707852374,11.0,7312.81974649625,7475.0,12.0,-0.7413541773543045,399.77193358131535,275.50263480245667,0.21242904663085938,31.0
17,2.0,340.0,66.0,116.6764359744502,9.0,7180.475352073799,7471.0,14.0,-0.7540638873926035,307.66302777194414,234.83590839906356,0.22064971923828125,31.0
18,2.0,341.0,75.0,113.06755736476589,7.0,7050.785223654764,7453.0,16.0,-0.6856169871752003,370.46943400994405,336.19394403695514,0.23549699783325195,37.0
19,2.0,342.0,78.0,114.9293533613046,14.0,6891.120635139556,7443.0,18.0,-0.698794134237589,340.643513127452,261.8668836527195,0.22194409370422363,30.0
20,2.0,343.0,64.0,64.48173876692277,8.0,6833.288209341492,7436.0,15.0,-0.7309164541109356,214.3913163455327,174.2983700322884,0.2219257354736328,31.0
21,2.0,344.0,65.0,134.18659787958438,9.0,6761.452707153419,7429.0,16.0,-0.6990884982608607,250.40701013655234,224.1656897029543,0.22086429595947266,28.0
22,2.0,345.0,75.0,73.34435221172917,12.0,6701.027463636047,7430.0,18.0,-0.7074226016953027,265.3881640475338,201.33399079716128,0.22555232048034668,35.0
23,2.0,346.0,73.0,58.30133083185643,13.0,6336.498451278849,7429.0,21.0,-0.6597958768016063,243.45366123952408,212.62115571020513,0.24577856063842773,30.0
24,2.0,347.0,91.0,118.44359169850932,5.0,6034.632879056001,7413.0,19.0,-0.5592803547080294,437.24760142931336,274.46790045621674,0.24018573760986328,37.0
25,2.0,348.0,84.0,125.71089820758611,12.0,5984.1494714490655,7391.0,19.0,-0.574290285324544,258.2184533551663,240.11271684666008,0.23425555229187012,42.0
26,2.0,349.0,74.0,84.92193244052326,12.0,5935.52957536699,7392.0,14.0,-0.5834884599723829,286.62520584390586,257.54414028435167,0.2211017608642578,29.0
27,2.0,350.0,85.0,92.30791148834469,14.0,7241.0,7380.0,7111.0,-0.731208078534884,336.0709340140038,293.6183908517596,7.2990968227386475,31.0
28,2.0,351.0,85.0,145.45607512749035,8.0,7229.12605516796,7360.0,17.0,-0.7309752174164394,277.4699940319588,238.0203808230499,0.23614501953125,47.0
29,2.0,352.0,80.0,87.87791855404639,7.0,7208.597033026502,7357.0,23.0,-0.7089958237320335,451.6930635131812,348.6825633452054,0.24132132530212402,28.0
30,2.0,353.0,82.0,104.57500338574484,0.0,7204.180504012576,7354.0,23.0,-0.7035906812993353,384.9986382005918,293.4645707269319,0.23347139358520508,42.0
31,2.0,354.0,70.0,91.8862162333968,5.0,7182.948138170228,7349.0,28.0,-0.7332351964454293,314.8489969823022,272.17522530824317,0.23696231842041016,37.0
32,2.0,355.0,97.0,117.30171239164478,11.0,7134.407238052284,7321.0,25.0,-0.7032306974913887,318.16388999417904,262.1975154378397,0.24430537223815918,47.0
