,dayofweek,minofday,requests,wait_time,reject,idle_trip,resource,dispatch,reward,effective_dist,actual_dist,agent_time,original_requests
0,5.0,483.0,131.0,239.0016348162282,21.0,0.0,7697.0,0.0,0.9738643148525581,1732.5235821757683,1463.1864723615029,0.18339991569519043,55.0
1,5.0,484.0,138.0,224.36517815260805,15.0,0.0,7632.0,0.0,0.23267066295961492,429.68961707046174,325.2254099820336,0.18092012405395508,60.0
2,5.0,485.0,131.0,307.908065331042,20.0,0.0,7571.0,0.0,0.24454289530761053,402.65812343337984,394.8985749866042,0.17866897583007812,56.0
3,5.0,486.0,135.0,238.28951232611652,18.0,0.0,7519.0,0.0,0.25404138684535704,509.97937289280753,429.8210884979176,0.17441368103027344,52.0
4,5.0,487.0,128.0,237.74059111480793,16.0,3.0,7461.0,3.0,0.21656080569871872,361.0699116856049,306.5738657584461,0.2073228359222412,61.0
5,5.0,488.0,155.0,251.93828693255165,18.0,4.0,7407.0,3.0,0.2827886873053005,555.7703915078196,458.57281077089647,0.1933274269104004,75.0
6,5.0,489.0,171.0,259.7772339455599,22.0,12.0,7342.0,8.0,0.3154585569404529,488.63824370699695,462.05938877135713,0.21806764602661133,86.0
7,5.0,490.0,126.0,224.5131313550516,10.0,14.0,7315.0,8.0,0.2370365661652145,418.9636698965851,370.311818791879,0.2224273681640625,53.0
8,5.0,491.0,145.0,243.71523784306493,22.0,26.0,7293.0,15.0,0.2560483703816385,417.0459945901812,380.4190253497418,0.22810959815979004,59.0
9,5.0,492.0,138.0,163.66650998703983,15.0,40.0,7270.0,19.0,0.25759964759632936,488.73849124600474,410.67322605877234,0.23223423957824707,58.0
10,5.0,493.0,161.0,208.6282122286875,19.0,50.0,7237.0,17.0,0.27505188214821086,519.911864079123,407.28793408266574,0.22780394554138184,72.0
11,5.0,494.0,144.0,273.0475335825831,19.0,69.0,7208.0,20.0,0.2530803847438503,445.6057937104797,371.0064811632301,0.22061610221862793,70.0
12,5.0,495.0,149.0,224.3943602204116,12.0,7073.0,7200.0,7010.0,-0.608590674171873,509.68888784691353,443.06990733591647,7.242732524871826,66.0
13,5.0,496.0,145.0,208.05121488966597,20.0,7064.0,7181.0,26.0,-0.5979691409191465,563.7076977740808,479.4800600713279,0.24930930137634277,55.0
14,5.0,497.0,154.0,259.6967354609566,18.0,7039.7126070865315,7151.0,17.0,-0.5947066278087798,512.6506475079441,435.2404802830288,0.22931146621704102,76.0
15,5.0,498.0,146.0,229.66550323584815,10.0,6951.75299829784,7135.0,14.0,-0.5684710166577545,572.5972453776194,499.8432662016912,0.2280864715576172,64.0
16,5.0,499.0,149.0,234.3953048284101,22.0,6813.257638882577,7110.0,28.0,-0.5952953510297523,411.34451909364,338.82135250441297,0.23163390159606934,77.0
17,5.0,500.0,163.0,222.67496899626684,11.0,6514.470461602218,7084.0,22.0,-0.49812918995235206,560.6282916819055,449.08787027118524,0.22966480255126953,66.0
18,5.0,501.0,159.0,163.23121321254118,9.0,6391.973178632545,7066.0,17.0,-0.5030649885746961,623.8825989987254,435.5032050162463,0.2215709686279297,73.0
19,5.0,502.0,141.0,195.55815670654678,13.0,5257.185794323576,7058.0,24.0,-0.3987276770849081,411.09470792816137,397.2194196999335,0.23865962028503418,69.0
20,5.0,503.0,145.0,227.05540306830116,13.0,4072.6344054773,7027.0,28.0,-0.24560030101184738,408.08514234824906,339.454359044641,0.24962186813354492,76.0
21,5.0,504.0,166.0,165.37571341403836,15.0,2343.287625141578,7019.0,13.0,0.01013916703591733,561.3851489198896,438.2048704899171,0.21762681007385254,73.0
22,5.0,505.0,179.0,289.86850172885397,11.0,1756.3138634211696,7003.0,29.0,0.12506621191370548,647.12640264539,544.3404193058414,0.23447680473327637,79.0
23,5.0,506.0,172.0,259.5650788218515,8.0,1081.745627752514,6983.0,31.0,0.19654071426628972,521.5607738273593,475.36923608478173,0.2538604736328125,87.0
24,5.0,507.0,164.0,199.99427773289537,8.0,660.8716950337509,6977.0,37.0,0.22418039553129693,585.9094762323475,418.84851666903705,0.24781417846679688,79.0
25,5.0,508.0,155.0,197.53667485234118,11.0,491.63360474791745,6969.0,51.0,0.2191005860664988,438.554182916012,333.7843617962226,0.2666199207305908,76.0
26,5.0,509.0,163.0,198.43028159169845,6.0,461.43426713967744,6968.0,43.0,0.23762941937034554,521.8516676532599,368.9733963317831,0.2543609142303467,77.0
27,5.0,510.0,167.0,189.13628825690975,7.0,6780.577184022426,6938.0,6572.0,-0.5097093789872136,600.1691372282949,511.69411072307776,6.747191667556763,79.0
